#id,AGE,AGE (한글),MURDER TOOL,MURDER TOOL (한글),CLOTHE,CLOTHE (한글),SHOES,SHOES (한글),HEADWEAR,HEADWEAR (한글),ACCESSORY,ACCESSORY (한글),JOB,JOB (한글),TIME,TIME (한글),PLACE,PLACE (한글),SOUND,SOUND (한글),TRACE,TRACE (한글)
6768,20s,"20대 초반",Fire Poker,"벽난로용 불쏘시개",Grey Fleece Hoodie,"밝은 회색의 기모 후드집업",Ochre Leather Loper,"황토색 가죽 로퍼",Long Hair,"어깨선을 넘는 장발",Gold Cross Necklace,"십자가 펜던트가 달린 은 금목걸이",Professor,"교수",Morning,"손가락 튕기는 소리",Semi Basement Apartment,"오전 9시",Finger Snap,"쇠창살 달린 창문이 있는 반지하 원룸",Paint Stain,"페인트 자국"
6769,30s,"30대 중반",Desert Eagle,"소음기가 달린 데저트 이글 권총",Long Padded Coat,"로고를 일부러 떼어낸 검은색 롱패딩",Blue Football Boots,"파란색/노란색 배색의 축구화",Black Short Babyperm,"검은색의 짧은 베이비 펌 커트 머리",Silver Stainless Ring,"은색 써지컬 반지",Engineer,"연구원",Late Night,"변기 물 내리는 소리",Big Square Backstage,"오후 9시",Toilet Flush Sound,"넓은 광장에 설치된 야외 무대 뒤",Chewed Gum,"구겨진 은박지에 싸인 씹던 껌"
6770,40s,"40대 후반",Pesticide,"페트병에 담겨 있는 농약",Crop Vest Knit,"옆부분에 트임이 있는 크롭 기장의 초록색 조끼",Blue Football Boots,"파란색/노란색 배색의 축구화",Cherry Red Hair,"체리 레드 염색머리",Buddhist Bead Bracelet,"불교 나무 염주 팔찌",Chef,"요리사",Morning,"휘파람 소리",Room Cafe,"오전 9시",Whistle,"대학교 앞에 위치한 룸카페",Arson Attempt,"방화 시도의 흔적"
6771,40s,"40대 후반",Red Chainsaw,"붉은색 손잡이의 큰 전기톱",Logo Printed Sweatshirt,"유명 브랜드 로고가 프린트되어 있는 회색 맨투맨",White Running Shoes,"하얀색/파란색 배색의 유명 브랜드 러닝화",Dandy Hairstyle,"검은색 댄디 컷",Millitary Backpack,"군용 밀리터리 백팩",Soldier,"군인",Late Night,"무언가를 자르는 소리",Female Outfit Outlet,"오후 9시",Cutting Something,"아울렛 몰의 3층 여성복 코너",Metal Fragments,"금속 파편"
6772,30s,"30대 중반",Yellow Box Cutter,"노란색 공업용 커터칼",Stripe Turtleneck Knit,"검은색/흰색 스트라이프 폴라 니트",Black Converse,"검은색 컨버스 운동화",Comma Hairstyle,"검은색 쉼표 머리",Gold Cross Necklace,"십자가 펜던트가 달린 은 금목걸이",Guard,"경호원",Deep Dawn,"휘파람 소리",Semi Basement Apartment,"오전 3시",Whistle,"쇠창살 달린 창문이 있는 반지하 원룸",Fingerprints,"지문 몇 점"
6773,30s,"30대 중반",Teracotta Pot,"흙으로 꽉 찬 7kg 토분",Old Denim Jacket,"명품이긴한데 오래되어 낡은 청자켓",Chess Patteren loafer,"체스판 무늬의 슬립온",Pink Permed Hair,"밝은 분홍색의 커트 파마 머리",Millitary Backpack,"군용 밀리터리 백팩",Mart Cashier,"마트 직원",Morning,"고속도로 자동차 소리",Passenger Seat,"오전 9시",Cars On Highway,"검정색 중형 세단의 조수석",Black Hair,"검정색 머리카락"
6774,50s,"50대 초반",Heavy Glass Ashtray,"화려하게 장식된 무거운 유리 재떨이",Vest With Slits,"옆부분에 트임이 있는 긴 흰색 니트 조끼",German Army Trainers,"갈색 고무 밑창의 흰색 독일군 스니커즈",Mid-long Straight Hair,"중단발의 검은 생머리",Silver Stainless Ring,"은색 써지컬 반지",Mart Cashier,"마트 직원",Morning,"날붙이가 떨어지는 소리",Small Theater Onstage,"오전 9시",Cutlery Falling down,"대학로의 실내 소극장 무대 위",Paint Stain,"페인트 자국"
6775,30s,"30대 중반",Sport Towel,"파란색 스포츠 수건",Green Hiking Jacket,"연두색/회색 배색의 등산복",Knee High Wellies,"무릎까지 오는 고무 장화",Comma Hairstyle,"검은색 쉼표 머리",Black Backpack,"검은색 백팩",Mechanic,"정비공",Late Night,"강아지 짖는 소리",House With Yard,"오후 9시",Dog Barking,"대문과 낮은 울타리가 있는 개인주택 마당",Arson Attempt,"방화 시도의 흔적"
6776,50s,"50대 초반",Soju Bottle,"깨지지 않은 330ML 초록색 소주병",Stripe Turtleneck Knit,"검은색/흰색 스트라이프 폴라 니트",German Army Trainers,"갈색 고무 밑창의 흰색 독일군 스니커즈",Bob With Bangs,"앞머리가 있는 검은색 보브 컷",Drop earrings,"아주 긴 드롭형 귀걸이",Sanitation Worker,"환경미화원",Deep Dawn,"자동차 브레이크 소리",Party Room,"오전 3시",Skid Sounds,"새로 건축된 깔끔한 파티룸",Black Button,"검정색 단추"
6777,30s,"30대 중반",Golf Club,"4번 아이언 골프 클럽",Bulletproof Vest,"방탄 조끼",Ivowy Suede Moccasin,"아이보리색 스웨이드 모카신",Dandy Hairstyle,"검은색 댄디 컷",Skull Shaped Ring,"해골 모양으로 조각된 은색 반지",Athletic Trainer,"스포츠 트레이너",Morning,"핸드폰 알람 소리",Night Mountain,"오전 9시",Phone Alarm Ringing,"야산 깊은 곳",Maggot,"이제 막 태어난 작은 구더기"
6778,50s,"50대 초반",Broken Soju Bottle,"진 330ML 초록색 소주병",Printed White Tshirt,"해변 사진이 나염되어 있는 흰색 반팔",Chess Patteren loafer,"체스판 무늬의 슬립온",Low Ponytail,"장발의 낮게 묶은 포니테일",Black Disposable Mask,"검정색 일회용 마스크",Chef,"요리사",Morning,"턱 관절이 어긋나는 소리",House With Yard,"오전 9시",Twisting Jaw joint,"대문과 낮은 울타리가 있는 개인주택 마당",Bullet,"총알 1개"
6779,70s,"70대 후반",Flathead Screwdriver,"고무 손잡이가 달린 일자 드라이버",Undershirt,"흰색 런닝 셔츠",Ivory Converse,"아이보리색 컨버스 운동화",Two Block Haircut,"왁스로 손질된 검은색 투블럭 머리",Black Backpack,"검은색 백팩",Hotel Receptionist,"호텔 접수원",Late Night,"헬리콥터 프로펠러 소리",Messy Goshiwon,"오후 9시",Propeller Sound,"관리가 되지 않아 더러운 고시원",Paint Stain,"페인트 자국"
6780,20s,"20대 초반",Green Paring Knife,"연두색 손잡이가 달린 과도",Grey Hiking Jacket,"회색/분홍색 배색의 등산복",Ochre Leather Loper,"황토색 가죽 로퍼",Black Short Babyperm,"검은색의 짧은 베이비 펌 커트 머리",Charm Earrings,"장식이 있는 귀걸이",Soldier,"군인",Morning,"종이컵을 잘근잘근 씹는 소리",Old Guest House,"오전 9시",Chewing Paper Cup,"계곡가에 위치한, 노인이 운영하는 민박",Black Hair,"검정색 머리카락"
6781,30s,"30대 중반",Poisoned Medicine,"부자탕 한약",Cotton Zip Hoodie,"면 소재 트레이닝복",White Basketball Shoes,"흰색 농구화",Black Short Babyperm,"검은색의 짧은 베이비 펌 커트 머리",Electronics Anklet,"전자 발찌",Doctor,"의사",Deep Dawn,"휘파람 소리",House With Yard,"오전 3시",Whistle,"대문과 낮은 울타리가 있는 개인주택 마당",Disposable Lighter,"다방 전화번호가 쓰여 있는 일회용 라이터"
6782,30s,"30대 중반",Beer Bottle,"깨지지 않은 500ml 갈색 맥주병",Pilot Bomber Jacket,"비닐 재질의 남색 항공 점퍼",Red Football Boots,"빨간색/검은색 배색의 축구화",Long Permed Hair,"장발의 파마머리",Engagement Ring,"네 번째 손가락에 반지",Police Officer,"경찰",Night,"변기 물 내리는 소리",Dumpster,"오후 6시",Toilet Flush Sound,"전국의 쓰레기들을 처리하는 쓰레기장",Black Hair,"검정색 머리카락"
6783,60s,"60대 중반",Surgical Blade,"날카로운 의료용 메스",Logo Printed Windbreaker,"유명 브랜드 로고가 있는 바람막이 점퍼",Black Boots,"검은색 8홀 가죽 워커",Mid-long Ponytail,"중단발의 낮게 묶은 포니테일",Wide Leather Bracelet,"손목을 다 덮는 가죽 팔찌",Cleaner,"청소부",Late Night,"나지막한 대화 소리",Cafe Terrace,"오후 9시",Quite Conversation,"1층 프랜차이즈 카페의 테라스",Feather,"옷 충전재로 사용되는 깃털 몇 가닥"
6784,20s,"20대 초반",Collectible Folding Knife,"수집용 폴딩 나이프",Cotton Zip Hoodie,"면 소재 트레이닝복",Thigh High Wellies,"허벅지까지 오는 고무 장화",Two Block Haircut,"왁스로 손질된 검은색 투블럭 머리",Leg Prosthetics,"의족",Nurse,"간호사",Deep Dawn,"사물이 미끄러져 박살나는 소리",Inside Camping Car,"오전 3시",Slip and Crash,"커스텀 캠핑카 안",Chewed Gum,"구겨진 은박지에 싸인 씹던 껌"
6785,40s,"40대 후반",Sniper Gun ULR338,"저격소총 ULR 338",Undershirt,"흰색 런닝 셔츠",Chess Patteren loafer,"체스판 무늬의 슬립온",Long Brown hair,"장발의 밝은 갈색 염색머리",Silver Stainless Ring,"은색 써지컬 반지",Sanitation Worker,"환경미화원",Deep Dawn,"손가락 튕기는 소리",Motel in Backstreet,"오전 3시",Finger Snap,"모텔촌에 위치한 낡은 모텔",Fibrous Tissues,"섬유 조직 몇 개"
6786,40s,"40대 후반",Mercury,"수은",Stripe Turtleneck Knit,"검은색/흰색 스트라이프 폴라 니트",Black Dress Shoes,"검은색 유광 정장 구두",Perm With Bangs,"앞머리가 있는 갈색 파마 머리",Millitary Backpack,"군용 밀리터리 백팩",Sanitation Worker,"환경미화원",Deep Dawn,"손가락 튕기는 소리",Deep Forest,"오전 3시",Finger Snap,"길을 찾을 수 없는 깊은 숲 속",Erased Blood Stain,"루미놀 검사로 발견된 지워진 혈액 자국"
6787,20s,"20대 초반",Mechanical Pencil,"쇠로 만들어진 제도용 샤프 펜슬",Long Field Jacket,"무릎 기장의 카키색 야상 점퍼",Blue Colored Boots,"짙은 남색 6홀 가죽 워커",Long Layered Hair,"장발의 레이어드 컷",Silver Stainless Ring,"은색 써지컬 반지",Soldier,"군인",Morning,"종이컵을 잘근잘근 씹는 소리",Members Only Studyroom,"오전 9시",Chewing Paper Cup,"학원가 건물 7층의 회원제 독서실",Fingerprints,"지문 몇 점"
6788,50s,"50대 초반",Fabric Scissors,"원단 재단용 가위",Green Hiking Jacket,"연두색/회색 배색의 등산복",Black Converse,"검은색 컨버스 운동화",Short Permed Hair,"밝은 갈색의 쉐도우 펌 커트 머리",Skull Shaped Ring,"해골 모양으로 조각된 은색 반지",Sanitation Worker,"환경미화원",Night,"파이프를 벽에 부딪치는 소리",Haunted House,"오후 6시",Pipe Hitting Wall,"귀신이 들렸다고 소문난 버려진 폐가",Women`s Underwear,"여자 속옷"
6789,30s,"30대 중반",Teracotta Pot,"흙으로 꽉 찬 7kg 토분",Grey Knit Shirt,"카라가 있는 연한 회색 니트 셔츠",Black Converse,"검은색 컨버스 운동화",Dandy Hairstyle,"검은색 댄디 컷",Black Backpack,"검은색 백팩",Guard,"경호원",Morning,"나지막한 대화 소리",Town Hall,"오전 9시",Quite Conversation,"시골 마을의 마을 회관",Body Hair,"체모"
6790,40s,"40대 후반",Porcelain Pot,"선인장이 심어진 9kg 도자기 화분",Long Padded Coat,"로고를 일부러 떼어낸 검은색 롱패딩",German Army Trainers,"갈색 고무 밑창의 흰색 독일군 스니커즈",Black Short Babyperm,"검은색의 짧은 베이비 펌 커트 머리",Engagement Ring,"네 번째 손가락에 반지",Professor,"교수",Late Night,"삽으로 흙을 파는 소리",Semi Basement Apartment,"오후 9시",Digging With Shovel,"쇠창살 달린 창문이 있는 반지하 원룸",Irregular Footprints,"알 수 없는 패턴의 발자국"
6791,20s,"20대 초반",Pry Bar,"쇠 지렛대",Charcoal Hoodie,"어두운 회색 후드 티셔츠",German Army Trainers,"갈색 고무 밑창의 흰색 독일군 스니커즈",Black Short Babyperm,"검은색의 짧은 베이비 펌 커트 머리",Engagement Ring,"네 번째 손가락에 반지",Athletic Trainer,"스포츠 트레이너",Deep Dawn,"네온사인 간판 소리",Dumpster,"오전 3시",Neon Sign Noise,"전국의 쓰레기들을 처리하는 쓰레기장",Excrements,"누가 쌌는지 모를 배설물"
6792,20s,"20대 초반",Sulfuric Acid,"황산",Vest With Slits,"옆부분에 트임이 있는 긴 흰색 니트 조끼",Red Converse,"빨간색 컨버스 운동화",Long Hippie Perm,"장발의 밝은 갈색 히피펌",Eyebrow Piercing,"눈썹 피어싱",Cleaner,"청소부",Deep Dawn,"가스레인지를 켜는 소리",Haunted House,"오전 3시",Gas Range On,"귀신이 들렸다고 소문난 버려진 폐가",Metal Fragments,"금속 파편"
6793,70s,"70대 후반",Muscaria Mushroom,"무스카리아 독버섯",Black Hiking Jacket,"검은색/회색 배색의 등산복",White Platform Sneakers,"키높이 흰색 스니커즈",Cherry Red Hair,"체리 레드 염색머리",Black Backpack,"검은색 백팩",Director,"연출가",Late Night,"날붙이가 벽에 그어지는 소리",Old Snack Bar,"오후 9시",Draw With Knife,"학교 앞 분식집",Glass Fragments,"유리 파편"
6794,20s,"20대 초반",Machine Gun K15,"기관총 K15",Grey Hiking Jacket,"회색/분홍색 배색의 등산복",Knee High Wellies,"무릎까지 오는 고무 장화",Long Permed Hair,"장발의 파마머리",Charm Earrings,"장식이 있는 귀걸이",Mechanic,"정비공",Late Night,"종이컵을 잘근잘근 씹는 소리",Self Service Bar,"오후 9시",Chewing Paper Cup,"눈에 띄는 입구가 없어 찾기 힘든 무인 주점",Fibrous Tissues,"섬유 조직 몇 개"
6795,20s,"20대 초반",BBQ Fork,"바베큐 포크",Jersey Zip Hoodie,"저지 소재 트레이닝복",German Army Trainers,"갈색 고무 밑창의 흰색 독일군 스니커즈",Dandy Hairstyle,"검은색 댄디 컷",Electronics Anklet,"전자 발찌",Chef,"요리사",Morning,"드릴 소리",Big Old Arboretum,"오전 9시",Drilling,"개원한 지 30년 된 오래되고 넓은 수목원",Paint Stain,"페인트 자국"
6796,40s,"40대 후반",Machete,"길이 35cm 정도 되는 마체테",Vest With Slits,"옆부분에 트임이 있는 긴 흰색 니트 조끼",Suede Boat shoes,"갈색 스웨이드 보트슈즈",Short Hair,"숏컷",Black Disposable Mask,"검정색 일회용 마스크",Engineer,"연구원",Late Night,"종이컵을 잘근잘근 씹는 소리",Cafe Terrace,"오후 9시",Chewing Paper Cup,"1층 프랜차이즈 카페의 테라스",Black Powder,"화약 가루"
6797,20s,"20대 초반",Pesticide,"페트병에 담겨 있는 농약",Stripe Turtleneck Knit,"검은색/흰색 스트라이프 폴라 니트",Knee High Wellies,"무릎까지 오는 고무 장화",Comma Hairstyle,"검은색 쉼표 머리",Lion Shaped Ring,"사자 얼굴 모양으로 조각된 은색 반지",Hair Designer,"미용사",Morning,"고기 굽는 소리",Motel in Backstreet,"오전 9시",Grill the Meat,"모텔촌에 위치한 낡은 모텔",Black Hair,"검정색 머리카락"
6798,70s,"70대 후반",Golf Club,"4번 아이언 골프 클럽",Jersey Zip Hoodie,"저지 소재 트레이닝복",Black Leather Loafer,"검은색 무광 가죽 로퍼",Brown Short Babyperm,"짙은 갈색의 짧은 베이비 펌 커트 머리",Nose Piercing,"코 피어싱",Police Officer,"경찰",Early Morning,"돈 세는 소리",Female Outfit Outlet,"오전 6시",Counting Money,"아울렛 몰의 3층 여성복 코너",Maggot,"이제 막 태어난 작은 구더기"
6799,50s,"50대 초반",Rusty Shotgun,"청테이프가 감긴 녹슨 샷건",Long Sleeve Tshirt,"소매가 매우 긴 기장의 청록색 티셔츠",Black Low Sneakers,"검은색 낮은 운동화",Natural Two Block,"손질되지 않은 검은색 투블럭 머리",Engagement Ring,"네 번째 손가락에 반지",Chef,"요리사",Early Morning,"강아지 짖는 소리",Semi Basement Apartment,"오전 6시",Dog Barking,"쇠창살 달린 창문이 있는 반지하 원룸",Paint Stain,"페인트 자국"
6800,40s,"40대 후반",Bottle of Propofol,"프로포폴 약병",Long Field Jacket,"무릎 기장의 카키색 야상 점퍼",Cherry Colored Boots,"짙은 체리색 6홀 가죽 워커",Two Block Haircut,"왁스로 손질된 검은색 투블럭 머리",Left Ear Pierced,"왼쪽 귀에 1개 이상의 피어싱",Photographer,"포토그래퍼",Early Morning,"사람들의 대화 소리",Self Service Bar,"오전 6시",People Having Conversation,"눈에 띄는 입구가 없어 찾기 힘든 무인 주점",Weapon With Fingerprint,"알 수 없는 지문이 묻어 있었던 그 흉기"
6801,30s,"30대 중반",Wrapped Knife,"신문지로 싼 식칼",Grey Fleece Hoodie,"밝은 회색의 기모 후드집업",Black Low Sneakers,"검은색 낮은 운동화",Pomade Hair,"잘 정돈된 포마드 머리",Millitary Backpack,"군용 밀리터리 백팩",Guard,"경호원",Deep Dawn,"비명 소리",Motel in Downtown,"오전 3시",Screaming,"번화가에 위치한 빌딩 7층의 모텔",Bullet,"총알 1개"
6802,60s,"60대 중반",Wrapped Knife,"신문지로 싼 식칼",Long Padded Coat,"로고를 일부러 떼어낸 검은색 롱패딩",White Basketball Shoes,"흰색 농구화",Brown Short Babyperm,"짙은 갈색의 짧은 베이비 펌 커트 머리",Millitary Backpack,"군용 밀리터리 백팩",Doctor,"의사",Late Night,"선풍기 소리",Messy Goshiwon,"오후 9시",Electric Fan Sound,"관리가 되지 않아 더러운 고시원",Maggot,"이제 막 태어난 작은 구더기"
6803,40s,"40대 후반",Piano Wire,"피아노줄",Black Tshirt,"검은색 무지 반팔",Ivowy Suede Moccasin,"아이보리색 스웨이드 모카신",High Ponytail,"장발을 높게 묶은 포니테일",Buddhist Bead Bracelet,"불교 나무 염주 팔찌",Cleaner,"청소부",Late Night,"자동차 브레이크 소리",Officetel Management Office,"오후 9시",Skid Sounds,"오피스텔 관리실",Women`s Underwear,"여자 속옷"
6804,20s,"20대 초반",Broken Soju Bottle,"진 330ML 초록색 소주병",Yellow Short Cardigan,"노란색 짧은 니트 가디건",Strapped Leather Sandal,"스트랩이 두 개 달려 있는 검정색 가죽 샌들",Short Hair,"숏컷",Skull Shaped Ring,"해골 모양으로 조각된 은색 반지",Engineer,"연구원",Night,"손 관절을 꺾는 소리",Private English Academy,"오후 6시",Crack Knuckles,"학원가 건물 5층의 영어 학원",Skid Mark,"타이어 자국"
